seed,format,beta,policy,dynamic,balanced,error,penalty,bits_per_obs
42,fp8_e4m3,0.1,random,False,False,0.23276549457960716,0.9968230634877291,11.899951070021375
42,fp8_e4m3,0.1,quant_error,False,True,0.233048010099929,0.9980329420694265,11.899951070021375
42,fp8_e4m3,0.3,quant_error,False,True,0.23324910743426144,0.9988941455791241,16.69998197316577
42,fp4_e2m1,0.1,random,False,False,0.24330445939910653,1.0419563991496,8.299940768973244
42,fp4_e2m1,0.1,influence,False,False,0.23045987815014832,0.9869492132566555,8.299940768973244
42,fp4_e2m1,0.3,quant_error,True,True,0.19686326231435647,0.8430710083674826,13.899976822641705
